"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"SLC22A4",103.914585328658,1.23322334935555,0.249231184265385,4.94811013714237,7.49375052848927e-07,3.71418975662037e-05,"Up"
"SLC30A8",65.6967491298823,3.28180140552368,0.663565468480317,4.94570854182571,7.58674008249486e-07,3.7503047261903e-05,"Up"
"GIMAP5",17.7197640635586,1.38371270778073,0.279834148717686,4.94476000917494,7.6237725523403e-07,3.7586408805665e-05,"Up"
"CLEC10A",162.392466672087,1.40016855147641,0.283209522785892,4.9439317495512,7.65625169966445e-07,3.76469410751838e-05,"Up"
"DPYD",390.776328396413,1.16095642889027,0.23496216901706,4.94103554519867,7.77087386723866e-07,3.81100014183841e-05,"Up"
"SLC38A8",137.798601473679,-3.2830592064972,0.665618547478216,-4.93234333528641,8.12489399459284e-07,3.97416074759139e-05,"Down"
"SMIM30",2337.43569583563,-0.661508713006758,0.134180682986825,-4.92998469140084,8.22360606855958e-07,4.01191420664074e-05,"Down"
"CRABP1",18.8054756509321,1.97266923153472,0.40049586985389,4.92556697839205,8.41160909019059e-07,4.08225903658312e-05,"Up"
"IFITM10",63.6776656798297,1.3269084685828,0.269370835124946,4.92595446707257,8.39495465676362e-07,4.08225903658312e-05,"Up"
"AMPD1",4.09456216129335,2.54961602544613,0.518572059559226,4.91660894266699,8.80562037231323e-07,4.26237769502414e-05,"Up"
"FANCI",2243.83414533664,-0.766831090885194,0.155991405785974,-4.91585473585203,8.83959277266457e-07,4.26773707024292e-05,"Down"
"VIT",70.187413637427,2.15779469955103,0.43907458075303,4.914414985833,8.90479544462005e-07,4.28810769782789e-05,"Up"
"NLRC5",2531.40296109118,1.04224048842259,0.212406255607968,4.90682576856974,9.25621892118314e-07,4.44584783028786e-05,"Up"
"CXCR5",2.41801016756668,2.78426641009081,0.568939053377558,4.89378676601959,9.89140095209526e-07,4.73871846126599e-05,"Up"
"VSIR",1531.34301690036,1.08734760590179,0.222246612740141,4.89252723582859,9.95493347103846e-07,4.75692667093007e-05,"Up"
"GHRL",13.8174996933439,1.08071854633256,0.22111295647087,4.88763102615806,1.0205657187241e-06,4.86426156883435e-05,"Up"
"ATP2A3",1439.37133592512,1.25144642626952,0.256545646238657,4.87806534477432,1.07131436422107e-06,5.08319871576831e-05,"Up"
"PLEKHD1",9.60162814526963,1.52509978577159,0.312651965040974,4.87794722662857,1.07195594295822e-06,5.08319871576831e-05,"Up"
"CLECL1",14.4548360459895,1.3704451175146,0.280983009110243,4.87732379923694,1.07534832554464e-06,5.08634299361674e-05,"Up"
"TMEM33",4655.29160344666,-0.603349772817164,0.124179193483158,-4.85870262073328,1.18157448113455e-06,5.57463848871481e-05,"Down"
"PARP12",1685.29142559194,1.02986160102086,0.212120754145719,4.85507231561787,1.20342818387711e-06,5.66340596836712e-05,"Up"
"BATF3",119.466263019021,1.09691657109957,0.226005788392653,4.85348883717011,1.21308173251179e-06,5.69445621337274e-05,"Up"
"SHD",6.23018111154706,2.16190856894562,0.446196124373591,4.84519799893083,1.26485474286292e-06,5.92257110251088e-05,"Up"
"ADGRE1",33.3435255762438,1.3837125469997,0.285883026699374,4.84013536226747,1.29750720684162e-06,6.06023666834597e-05,"Up"
"STAT4",70.3646509688101,1.06242152051901,0.219619211989707,4.83756184576788,1.31441493383343e-06,6.12385917672997e-05,"Up"
"IRF7",2272.83493652419,1.06441984287021,0.220452682341376,4.82833699987344,1.376779602021e-06,6.39842011552701e-05,"Up"
"FGB",6.58008684301864,-4.85958299725828,1.0077104683856,-4.82240003425147,1.41841119954195e-06,6.57550027727954e-05,"Down"
"APOL1",4665.77142055479,1.39363489729607,0.289136111515031,4.8199959873349,1.43561108913465e-06,6.63872165188915e-05,"Up"
"CLEC4C",3.53459960630992,1.86484508151199,0.387401448580116,4.81372769344803,1.48140635721277e-06,6.83353684975672e-05,"Up"
"HS3ST3B1",90.3216923607594,1.04862677365086,0.218036597389778,4.80940716468923,1.51378579757358e-06,6.96565731446451e-05,"Up"
"HLA-DQA2",1336.31621526553,1.69921766824013,0.353957925871382,4.80062048068838,1.58174779824019e-06,7.22486567843239e-05,"Up"
"AL157935.2",2.8722353492111,1.39652240951455,0.290878319556634,4.80105362147023,1.57832995845532e-06,7.22486567843239e-05,"Up"
"MPEG1",1170.82505206844,1.0779919174491,0.224727572277158,4.79688320630104,1.61153500415034e-06,7.34292575485224e-05,"Up"
"TTC16",27.3098910340102,1.45163142211612,0.302705641251205,4.79552153741154,1.62252135182409e-06,7.3749531494131e-05,"Up"
"GPR141",15.3019904633536,1.37364914799132,0.287027280755993,4.78577905338233,1.70325351157614e-06,7.72307358679633e-05,"Up"
"RHOXF1",2.05002068922865,2.44726749734043,0.511994263789717,4.77987288221954,1.75406063882331e-06,7.93414419056096e-05,"Up"
"RSPO3",28.3858752101744,1.33876401780257,0.280225747036698,4.77744829645239,1.77533678892572e-06,8.010938595259e-05,"Up"
"SLC35B4",3618.33705950489,-0.584996446454096,0.122499453161133,-4.77550251334269,1.79259052187617e-06,8.06925530572085e-05,"Down"
"GRIN2C",101.985040390245,1.25339223711024,0.262594998267776,4.77310019375206,1.8141148213589e-06,8.126885531453e-05,"Up"
"SLC5A12",21.9004415893612,2.67820509749098,0.56107598857526,4.77333757285131,1.81197694461315e-06,8.126885531453e-05,"Up"
"ADAM10",6323.27859168833,-0.669105205238969,0.140223074395412,-4.77171969109859,1.82659598101403e-06,8.16317570795625e-05,"Down"
"CCL19",589.134499523782,2.08968639755725,0.438055253602083,4.77037172907749,1.83886253176621e-06,8.19833544066868e-05,"Up"
"ASCL2",81.9726216296959,1.48016354882163,0.310625154778594,4.76511166610657,1.88749088734505e-06,8.39505493474044e-05,"Up"
"THEM5",302.237194918709,2.00227363330454,0.421108064720485,4.75477389546925,1.98668634678977e-06,8.81521113304145e-05,"Up"
"MYBPC3",5.20084579858842,1.35456347099507,0.284952171967449,4.75365203094435,1.99774752969602e-06,8.84323585829334e-05,"Up"
"ALOX5",369.495814213679,1.04301231680634,0.219628870926473,4.74897636365628,2.04448832971592e-06,9.01307108420458e-05,"Up"
"XRCC2",388.114683568368,-0.947877585621976,0.199621666435694,-4.74837026734933,2.05062359932536e-06,9.01307108420458e-05,"Down"
"RHEX",9.25810174293627,1.76411963974418,0.371502083883145,4.74861303954106,2.04816399373277e-06,9.01307108420458e-05,"Up"
"PTGFR",65.8347964216409,1.4089555421381,0.296890317640953,4.74571064941914,2.07775553501009e-06,9.11083580010543e-05,"Up"
"TM4SF18",290.641222260267,-1.32764243969514,0.279872496704781,-4.74374029362228,2.09807799990344e-06,9.17835248971845e-05,"Down"
"HLA-DPB1",10739.9234966325,1.26675529143764,0.267153211770815,4.74168093672168,2.1195224261631e-06,9.25044963324955e-05,"Up"
"GATA3",289.309545847117,1.64760155028445,0.347714705921975,4.73837178072692,2.15442278915802e-06,9.38079978942729e-05,"Up"
"SERPING1",11956.7763927055,1.3418289101381,0.283335010590839,4.73583870676617,2.18151037298958e-06,9.47660310280508e-05,"Up"
"GIMAP7",244.507884985657,1.05185058507632,0.222534757757579,4.72667998327779,2.28220508264681e-06,9.89097067911766e-05,"Up"
"LGALS9",1862.76112109597,1.16057284632392,0.245619582134043,4.72508273257525,2.30021689904123e-06,9.94590304652721e-05,"Up"
"APOBEC3H",54.1825961717892,1.21269777834895,0.256764476502016,4.72299671227856,2.3239460788697e-06,0.000100252451680129,"Up"
"KCNJ3",4.44040521819405,-2.65868090588794,0.563364822642932,-4.71928810431433,2.36671429360264e-06,0.000101861634123739,"Down"
"EEF1A2",942.45458405834,-2.09453851161973,0.443954025673829,-4.71791760068097,2.38270955823008e-06,0.000102313768034967,"Down"
"KIR2DL3",3.51546705982695,1.88637582850548,0.400174768815234,4.71387997321851,2.43043860722036e-06,0.000104123342262434,"Up"
"VPREB3",22.6431114081298,1.70201355261858,0.361469680688505,4.70859284622902,2.49432744315833e-06,0.000106615335391511,"Up"
"DIRAS2",6.56351438396179,2.14519579201061,0.455713924945978,4.70732991594433,2.50982535155477e-06,0.000107032277463558,"Up"
"CYRIA",168.001764345177,0.887653753716467,0.188809807599372,4.70131167974041,2.58495597439217e-06,0.000109984565157015,"Up"
"ARHGAP25",385.180350888358,0.963577020000216,0.205069449463289,4.69878386333071,2.61715242265467e-06,0.000111100803071965,"Up"
"TYMP",5791.61160408516,1.21074787077516,0.257983962002793,4.69311294150158,2.69078837575536e-06,0.000113753409498542,"Up"
"CARD9",156.94211482209,0.859650068825499,0.183175817057349,4.69303253363603,2.69184661884831e-06,0.000113753409498542,"Up"
"XAF1",321.103422374673,1.39240291020662,0.296811239543327,4.69120681665885,2.71598254338504e-06,0.000114513689317927,"Up"
"USP8",1831.1005511265,-0.809569495083652,0.172632585092039,-4.68955206024418,2.73803768554907e-06,0.000115183002952353,"Down"
"RRAD",48.4307555628001,1.37649780940102,0.293655738953748,4.68745414036614,2.76624661886155e-06,0.000116107594570054,"Up"
"KLRB1",35.6300303295777,1.17432368096587,0.250695091506853,4.68427073664411,2.80958443628728e-06,0.000117661607987977,"Up"
"GCSAM",39.0341595241534,0.983728764338246,0.210194718639261,4.68008316624993,2.86758569416425e-06,0.000119821360978576,"Up"
"IL10",22.8643153969842,1.05646046312794,0.225808192607199,4.67857455006376,2.88876140274715e-06,0.000120436146536009,"Up"
"CD14",3468.05926064641,1.01426362616335,0.216853013095147,4.6771940665557,2.90826997298719e-06,0.00012097883753703,"Up"
"APOBEC3G",888.851227450904,1.26893694822836,0.272068820246295,4.66402929626272,3.1007720827053e-06,0.000128699306310236,"Up"
"SCIMP",84.138565119633,1.20366112283727,0.258290589625911,4.6601044373338,3.16048982623036e-06,0.000130886418670287,"Up"
"KY",32.0597662076358,1.92225078830926,0.413421880819554,4.6496106700948,3.32562198152381e-06,0.000137419714518132,"Up"
"BEST2",6.94749451588897,2.41991784771425,0.520579998923179,4.64850330923175,3.34352258445292e-06,0.000137853732043948,"Up"
"GIMAP8",311.652758920354,0.871761357329022,0.187649099222198,4.6456996646531,3.38925786676002e-06,0.00013943092628022,"Up"
"HLA-DQA1",5377.21448004926,1.3259791575999,0.285826030259814,4.63911266722137,3.49908267841298e-06,0.000143001984199351,"Up"
"PIP",6.93184650299948,4.10597307004488,0.884997335467218,4.63953156184047,3.49199804154799e-06,0.000143001984199351,"Up"
"GPR35",54.7581616763153,0.93696511030363,0.202074220131683,4.63673748038245,3.53951484354569e-06,0.000144337852569622,"Up"
"NEU4",6.60367639839196,1.59513372595861,0.34478794668703,4.6264196335336,3.72041134561536e-06,0.000151053563914788,"Up"
"SLC5A5",7.26532648165516,1.55602544957817,0.336322513870915,4.62658723517807,3.71740331093314e-06,0.000151053563914788,"Up"
"ANXA2R",93.0136870173381,0.828991234099282,0.17920776393318,4.62586673649018,3.73035103337841e-06,0.000151127873604435,"Up"
"HCK",686.269968267328,0.962718346368975,0.208274389030219,4.62235587799175,3.79406396668454e-06,0.000153375653108749,"Up"
"ABCD2",23.0154972383407,1.50342541575583,0.325348475748271,4.62096959974406,3.81950746486758e-06,0.000153977662240055,"Up"
"SHISAL2A",16.4206080382379,1.32290989665652,0.286304135436213,4.62064543580879,3.82548066200608e-06,0.000153977662240055,"Up"
"IKZF2",123.699832742508,1.16424239560346,0.252077418279151,4.61859060423324,3.8635527473197e-06,0.000155174933187608,"Up"
"ECEL1",51.7253674471769,1.46023701171716,0.31629418950399,4.61670514405305,3.89880601373819e-06,0.000156254083595753,"Up"
"CD226",85.5494673357024,1.10132402682838,0.238653806261823,4.61473480804299,3.93597561039206e-06,0.00015740523921731,"Up"
"C4orf50",5.28992752667905,1.90109946722314,0.412309814747314,4.6108518381699,4.0102228882814e-06,0.000160031078685251,"Up"
"IFI44L",1410.43366350246,1.63452102456625,0.354704649598895,4.60811840615732,4.06329263000311e-06,0.000161714063364201,"Up"
"RHOF",17.1869639919053,0.933677601137094,0.202630327274135,4.60778805274267,4.06975186294323e-06,0.000161714063364201,"Up"
"TNFAIP8L2",154.036095021079,1.01184014081602,0.21976997568727,4.60408724008713,4.14278785576301e-06,0.00016403922988589,"Up"
"CCRL2",73.737347490929,0.999931323426725,0.217190708490616,4.60393232461842,4.14587235867428e-06,0.00016403922988589,"Up"
"STAC2",215.168110593481,2.15570553148959,0.468900601682181,4.59736141040553,4.27875052383084e-06,0.000168615184374055,"Up"
"IL27",9.45033999439374,1.31744162409914,0.286567365541258,4.59731910369767,4.27961913548658e-06,0.000168615184374055,"Up"
"TENT5C",528.141664620797,1.38144785082542,0.300701679255119,4.59408093179746,4.34660674112016e-06,0.000170893171366066,"Up"
"PSME2",7321.58366724365,0.7265696995772,0.158249448806298,4.5912937141825,4.40506898332076e-06,0.000172827085417191,"Up"
"APOH",4.89861124121615,-4.22654559171951,0.921903726925571,-4.58458455940349,4.54889969936941e-06,0.000178095157137497,"Down"
"CHIT1",581.369902030665,2.24345203337074,0.489562545693487,4.58256468577021,4.59307559965787e-06,0.000178968749927543,"Up"
"PTAFR",581.925635140834,1.05043543346937,0.229240161055926,4.58224871519395,4.60002313883307e-06,0.000178968749927543,"Up"
"RUFY4",22.2870089686362,1.58524438913175,0.345917222103143,4.58272756555347,4.58949813771468e-06,0.000178968749927543,"Up"
"MT3",36.2284227298074,2.4261838802079,0.529801965912409,4.57941652977749,4.66274818149239e-06,0.000181031198146442,"Up"
"PSD4",893.304507610736,1.22653962106686,0.268029080680193,4.57614381974599,4.73625005122919e-06,0.000183502611132447,"Up"
"EGFL6",88.2192346045665,1.22184427233795,0.267041623691092,4.57548248639825,4.75123714334044e-06,0.000183701359757868,"Up"
"CCDC171",380.545812642957,-1.31892228780017,0.288632191300356,-4.56956059494999,4.88747844274118e-06,0.000188503151890707,"Down"
"SMIM35",3.60423338050614,1.44818262067119,0.31694376420819,4.56921001203207,4.89566030881638e-06,0.000188503151890707,"Up"
"GDF10",26.3725755976313,1.55715276499637,0.340881801373625,4.56801377697966,4.92367677001003e-06,0.000189191010898777,"Up"
"ADAM33",111.63455311652,1.19861266793443,0.262647529079428,4.56357869474552,5.02889472862851e-06,0.000192836383050866,"Up"
"ABI3",456.624052621232,1.014751677291,0.222469360505094,4.56130981357215,5.08355086560649e-06,0.000194531938257582,"Up"
"HLCS",1306.72209529073,-0.5040133970546,0.110664207826702,-4.55443911769446,5.25255339314388e-06,0.000200587264415224,"Down"
"FMN1",14589.7740375286,-0.819890968901354,0.180203647913608,-4.54980228421582,5.36963452488409e-06,0.000204639077721349,"Down"
"DENND1C",477.124900547833,1.10363037370878,0.242928535242344,4.54302485546955,5.54527101570497e-06,0.000210901368670771,"Up"
"BCL11B",322.906713495602,1.48714181309776,0.327415057905874,4.54206908689364,5.57047782049265e-06,0.000210998830615246,"Up"
"ARMH1",60.9774537891012,1.01696151444792,0.223895007809916,4.5421357286863,5.5687167027531e-06,0.000210998830615246,"Up"
"GBP4",2069.24533263029,1.47966116502229,0.326026336708035,4.53847127800404,5.66635117892267e-06,0.00021376137767288,"Up"
"FGF12",79.6517195587256,-1.5796393632338,0.348024352486819,-4.53887594918699,5.65548929451025e-06,0.00021376137767288,"Down"
"GALNT15",105.223484138001,1.26285263495929,0.278424581182295,4.53570812460862,5.74105315304394e-06,0.000216141952646721,"Up"
"IL18",416.1006585338,1.4212589052602,0.313706513538913,4.5305368040562,5.88340039407209e-06,0.000221054535774047,"Up"
"DAPP1",118.953559665662,1.22104666444372,0.269547348163844,4.52998952785658,5.89866101330526e-06,0.000221181985199108,"Up"
"MS4A6A",981.451452329166,1.00288183679277,0.221442996313646,4.5288487488325,5.93059314549868e-06,0.000221932798914686,"Up"
"STAC3",142.621354473967,0.836795775670227,0.184858197326788,4.52669012124444,5.99146966894259e-06,0.000223314057500828,"Up"
"PLEKHG4B",190.518449540792,-1.76365688410606,0.389581267615382,-4.52705771738297,5.98106083168865e-06,0.000223314057500828,"Down"
"RINT1",823.508855270892,-0.726650747223486,0.160710402443604,-4.52149167804169,6.14053744686343e-06,0.000228413285149195,"Down"
"GAB3",122.259863192846,0.879635338328694,0.194677748549741,4.51841746106872,6.2303551797753e-06,0.000231292627749586,"Up"
"NPHS1",4.9854037629726,2.17490329457199,0.481575723994576,4.51622286217336,6.29524116606393e-06,0.00023323680789417,"Up"
"ARL11",60.3828105775781,0.921120629093836,0.204396380810073,4.50654079804744,6.5893020693147e-06,0.000243647288420136,"Up"
"PILRA",278.266713377409,0.970170832111939,0.215393549772402,4.50417773947772,6.66304236548186e-06,0.000245886054501228,"Up"
"RNF166",747.195369759779,0.539931685601318,0.11994902165063,4.50134297196648,6.75254429427088e-06,0.000248617931584936,"Up"
"TNFAIP8",405.592995661622,0.779676685791009,0.17322903276758,4.50084303615026,6.76844756404007e-06,0.000248617931584936,"Up"
"FCGR1A",182.192101426279,1.20327563593332,0.267360617759758,4.50057172225176,6.77709321985123e-06,0.000248617931584936,"Up"
"SRGAP3",216.011724829322,0.864328082239273,0.192398242262036,4.49239074160617,7.04280523983649e-06,0.000257352389116849,"Up"
"IL18BP",1303.28029046633,1.15669564199682,0.257582614560013,4.49058118294442,7.10290956042207e-06,0.000259040748665412,"Up"
"IL2RA",110.153121454519,1.06145465030203,0.23649178857448,4.48833617733723,7.17815923856388e-06,0.000261273780409915,"Up"
"TPPP3",858.797182860411,1.26140414215038,0.281340561000105,4.48354882661201,7.34117951293714e-06,0.000266686591429038,"Up"
"FITM1",10.6997390707194,1.07698898771981,0.240346176929543,4.48099071713352,7.42973432958807e-06,0.000269378461023742,"Up"
"CCNB2",1263.17451465441,-0.617864369096366,0.138008561037499,-4.47700029948494,7.56991433779151e-06,0.00027392800698851,"Down"
"FST",749.837612955983,1.64343186185527,0.367272105583683,4.47469828737325,7.65192863028809e-06,0.000276359189833428,"Up"
"COL2A1",2302.72966643587,2.6967102832131,0.60312750257422,4.47121093251961,7.77779375475832e-06,0.000280361633295312,"Up"
"FZD10",70.7852684149078,1.66702511612172,0.373012340256982,4.46908838183006,7.85536697834457e-06,0.000282611233607007,"Up"
"KCNG3",47.6869597081866,-1.52763403848309,0.341947601339049,-4.46745066349627,7.91572591846686e-06,0.000284234042806452,"Down"
"KCNJ1",1.88120895219959,1.72906959332696,0.387246628724995,4.46503459312196,8.00558157930019e-06,0.000286907727522766,"Up"
"HEATR9",3.97635001547055,1.78263391969697,0.399751670058755,4.45935327658534,8.22073261496594e-06,0.00029405292324857,"Up"
"SLC9A9",197.994022514522,0.931346700171919,0.208913653068422,4.45804611854108,8.2710109566553e-06,0.00029528459806174,"Up"
"CP",55.8464333782227,1.53376088697024,0.344112027773219,4.4571557027383,8.30542794047451e-06,0.000295946376861726,"Up"
"DNAJC5B",16.1871166056527,1.55833675601522,0.349718766483201,4.45597121277183,8.35142390455703e-06,0.000297017434895658,"Up"
"LAPTM5",3271.63669183684,1.05296791771436,0.236438715494071,4.45344966248038,8.45015259263242e-06,0.000299956273745329,"Up"
"ZBED2",98.6896933974258,1.4818372507486,0.332801944002428,4.45260996052892,8.48327712733964e-06,0.000300559605599053,"Up"
"AMHR2",5.1777569507535,2.34691559387923,0.527682034849968,4.44759426867075,8.68373535209701e-06,0.000307077973475673,"Up"
"LAIR1",843.509032173079,1.04612332439598,0.235420648162089,4.44363454337155,8.84518000768963e-06,0.00031213261130832,"Up"
"MAN1A1",500.601082468558,1.06357870110914,0.239368441067022,4.44327036750572,8.86017124823467e-06,0.00031213261130832,"Up"
"PLAC8",46.4927960456673,1.22864186745815,0.27677526961684,4.43913167949956,9.03225445739855e-06,0.000317594517109584,"Up"
"CLEC7A",212.857066990936,0.962613751596936,0.217023235333783,4.4355331359632,9.18447022404559e-06,0.000322338582100402,"Up"
"APOL6",3354.89174578721,1.00042945021275,0.225792905523066,4.43073907878187,9.39106644354986e-06,0.000328352559553462,"Up"
"TMEM176A",1013.21046684155,0.994901633040144,0.225192808063999,4.41799914301613,9.96188158553828e-06,0.000347008645286152,"Up"
"NEURL3",37.1280040511709,1.41085927086852,0.319395028536629,4.41728625937807,9.99478245244907e-06,0.000347069379324337,"Up"
"FGD2",302.252148269304,1.0191161725462,0.230807582624612,4.41543627361542,1.00806474587786e-05,0.000349187632047953,"Up"
"ANKRD55",9.20018384819197,1.06050184211689,0.240450002519343,4.41048796425601,1.03137938853709e-05,0.00035660085871572,"Up"
"DAB1",14.3020435633774,1.8264750240013,0.414679016985065,4.40455134981446,1.0600303046468e-05,0.000365828236248105,"Up"
"PIP5KL1",65.0059421478246,1.04593237397268,0.237559030698602,4.40283146002431,1.06847169980128e-05,0.000368059863169993,"Up"
"CXCL9",2761.71547572281,1.62315353516409,0.369111833838481,4.39745731878747,1.09526413758742e-05,0.000376593034466406,"Up"
"NIM1K",106.800045711212,1.12552080058051,0.256023390279711,4.3961639573277,1.10180721828055e-05,0.000378145107180042,"Up"
"P2RY6",187.713802095028,0.99824786166817,0.227239242516549,4.39293781572727,1.11829121770792e-05,0.000382848559725174,"Up"
"GNGT2",46.5358098523389,1.04220086588436,0.237258563962556,4.39267965074945,1.11962043920487e-05,0.000382848559725174,"Up"
"NLRP4",3.86431059714275,2.51484355125547,0.572811470551285,4.39035124215501,1.131677124619e-05,0.000386262543853473,"Up"
"TMEM176B",1895.55767830254,1.00941505863492,0.230169134318448,4.38553614768501,1.15700441477326e-05,0.000393294684745516,"Up"
"CMKLR1",620.14218840169,0.863902953900512,0.197017183641238,4.38491170127399,1.16032835272635e-05,0.000393294684745516,"Up"
"FCGR1B",39.6992459861704,1.23460208773586,0.281514269021608,4.38557552349538,1.15679512164481e-05,0.000393294684745516,"Up"
"PIK3IP1",928.173213619987,0.811871698633142,0.185260225528164,4.38233137371258,1.1741603787048e-05,0.000397126185436346,"Up"
"ARHGDIB",4000.47437858367,0.831366534053233,0.189874073693585,4.37851528584611,1.19490561519147e-05,0.000402681031549878,"Up"
"CASS4",45.4085099292976,0.996736104504667,0.227640466038514,4.37855413780443,1.19469265409894e-05,0.000402681031549878,"Up"
"SEZ6L",5.81261370875089,1.64178408172741,0.375511262583487,4.37213006723705,1.23040184182797e-05,0.000413148986023533,"Up"
"RASGRP1",195.546676590003,1.18567043954018,0.271534715932568,4.36655193597648,1.26223285252003e-05,0.000422315465701317,"Up"
"IL17REL",3.30395148497392,1.99289971565671,0.456391534207686,4.36664479133353,1.26169661002975e-05,0.000422315465701317,"Up"
"PTGDR",11.7390586826748,1.12144872844726,0.256865258761528,4.3659027065564,1.2659882524749e-05,0.000422812850772799,"Up"
"SLC2A5",320.604837885707,1.27099122558035,0.29128723764703,4.36336049545873,1.2807962688323e-05,0.000423982695026631,"Up"
"TNFRSF25",152.121315439722,1.04923647079994,0.240465886308859,4.36334852691862,1.28086637314871e-05,0.000423982695026631,"Up"
"CD1C",60.1080180172042,1.37104602756099,0.314125951163551,4.36463788643538,1.27333511129432e-05,0.000423982695026631,"Up"
"SAMD12",41.5730665858202,1.54710274566259,0.35453340419681,4.36377144536642,1.2783913977474e-05,0.000423982695026631,"Up"
"SLC30A10",15.4407379452495,-1.67223660736148,0.383168090561583,-4.36423765066292,1.27566838951559e-05,0.000423982695026631,"Down"
"SYNDIG1L",9.33665155440493,1.48053102963356,0.340421286605406,4.34911413559661,1.36688562484485e-05,0.000451653909656182,"Up"
"GPBAR1",37.9478711357104,0.9196849308059,0.21155449720603,4.34727194624574,1.37841271594432e-05,0.000454656626094483,"Up"
"CCN6",64.0271192699593,2.12227837666767,0.488437297237264,4.34503750772487,1.39251867524808e-05,0.000458497845086981,"Up"
"NPTX2",589.28273375431,1.7262528523548,0.397429605978947,4.34354367763495,1.40202586900169e-05,0.000460814005197803,"Up"
"PLAAT4",1214.4895271659,1.39617344208414,0.32170641499366,4.33989929020116,1.42548030308127e-05,0.000467698079722227,"Up"
"CARNS1",49.6108936107005,0.937272418470729,0.216034808739534,4.33852499946324,1.43442170389508e-05,0.000469804619925987,"Up"
"EIF5B",7546.44391582113,-0.585815171175859,0.13503846553302,-4.33813557391627,1.43696509126942e-05,0.000469811955103455,"Down"
"CEACAM21",49.2599523562208,1.18282792639721,0.272737825284721,4.3368679249474,1.445274085507e-05,0.000471701013266346,"Up"
"PBX1",412.706451242013,1.18708165217794,0.273869794679715,4.33447453950225,1.46108696413822e-05,0.000476028263351046,"Up"
"DHX58",1203.08004420098,0.783687746203208,0.180840737914137,4.33357967481476,1.46704151908292e-05,0.000477134131756185,"Up"
"TRIM14",1639.41835415827,0.704576120292755,0.162604128598709,4.33307644993184,1.47040020609164e-05,0.000477393349141531,"Up"
"CSF3R",324.004859846303,0.934560480568486,0.215749510111414,4.33169224850556,1.47967668310074e-05,0.000479569646369833,"Up"
"TUBA4A",4289.04506464807,1.797050924758,0.415198393647046,4.32817407835554,1.50350616802918e-05,0.000486446891447773,"Up"
"TRAF1",1947.74815209372,1.15479736225348,0.267308684377074,4.32008920677073,1.55966139083018e-05,0.00050286937161784,"Up"
"AIF1",758.997647130019,0.932795099002197,0.215911534994334,4.3202652374579,1.55841771474383e-05,0.00050286937161784,"Up"
"SUN3",18.0790357299406,-0.967325815261248,0.224145844992088,-4.31560895226674,1.59163524097893e-05,0.000511408868118677,"Down"
"VWA3B",3.89110369944865,2.03564455940545,0.471995224069268,4.31284990948703,1.61163530967149e-05,0.000516943814647812,"Up"
"PRR5L",217.360039866965,0.769520223929978,0.178583936276634,4.30901143727708,1.63985888681271e-05,0.000525092959014462,"Up"
"ADGRG3",53.0915886724319,1.15189146118308,0.267409998066619,4.30758561576338,1.65046219082205e-05,0.000527581704771179,"Up"
"LILRB3",225.678681617688,0.998335260594708,0.231810587361976,4.30668535012074,1.65719075160696e-05,0.000528825459708003,"Up"
"AC009779.3",46.911009706686,1.12984996997051,0.26245164513912,4.30498337844903,1.66998273693956e-05,0.000531088707945489,"Up"
"SPATC1",5.19678252226266,1.37238248172707,0.318761873970647,4.30535328655221,1.66719453658715e-05,0.000531088707945489,"Up"
"PLD4",148.386941206488,1.25733399072079,0.292145406487665,4.30379517459187,1.67896897609628e-05,0.000533036896738165,"Up"
"CLEC2L",20.7682723800003,2.2098477921063,0.513869739930923,4.30040459748292,1.70486555650629e-05,0.000540338001888627,"Up"
"LTC4S",31.2576939109475,0.947973121097406,0.22061899437371,4.29687898718103,1.73219695288084e-05,0.000548068292256152,"Up"
"FAM81A",329.614290111651,-1.30433816137623,0.30392239848474,-4.29168158674466,1.77325105396852e-05,0.000560106892233176,"Down"
"TACR1",43.4131816354597,1.48083634089772,0.345513769599716,4.28589674620867,1.82003513064221e-05,0.000571975964496598,"Up"
"FIGNL1",811.117981544429,-0.62851607757723,0.146714676856332,-4.28393457999224,1.83616922754748e-05,0.000576074911188129,"Down"
"SEMA4A",1004.35565097445,1.06548486823973,0.248760932808444,4.2831680047614,1.8425094018649e-05,0.000577092524590829,"Up"
"CD1E",37.4955523044351,1.48306511310445,0.34708538441199,4.27291144977758,1.92937091132899e-05,0.000603284501737032,"Up"
"ZNF80",3.84694313932294,1.74998499607894,0.409751641182051,4.27084316497327,1.94735323017887e-05,0.000607887350043777,"Up"
"ESRRB",16.6868061856041,1.52228169725026,0.356855407517623,4.26582213742995,1.99167407001044e-05,0.000620682909175828,"Up"
"RNASE6",420.367669432355,0.917595327344852,0.215232240974137,4.26328008848411,2.01447750243787e-05,0.000626741281058967,"Up"
"BRCA1",1087.93620969424,-0.697126297943143,0.163736534612807,-4.25760994387514,2.0662405145326e-05,0.000641774303813824,"Down"
"EMB",464.980954381543,1.09393518312719,0.257035622227082,4.25596722216476,2.08147201926833e-05,0.000645429493362473,"Up"
"BUB1B",789.311096285502,-0.708132489716632,0.166426118668575,-4.25493603637314,2.09108784235563e-05,0.00064733410349069,"Down"
